method,model_name,topk,pair_precision,pair_recall,pair_f1,pair_accuracy,record_macro_precision,record_macro_recall,record_macro_f1,record_exact_match_rate
cross_encoder_pretrained_topk,BAAI/bge-reranker-v2-m3,1,0.5988700564971752,0.572972972972973,0.5856353591160222,0.9434815373021854,0.5988700564971752,0.510828625235405,0.5380414312617702,0.4350282485875706
cross_encoder_pretrained_topk,BAAI/bge-reranker-v2-m3,2,0.45686900958466453,0.772972972972973,0.5742971887550201,0.920120572720422,0.4915254237288136,0.6487758945386064,0.5404896421845574,0.2655367231638418
cross_encoder_pretrained_topk,BAAI/bge-reranker-v2-m3,3,0.38848920863309355,0.8756756756756757,0.5382059800664452,0.8952524491333835,0.4510357815442561,0.71045197740113,0.5257465698143664,0.22033898305084745
cross_encoder_pretrained_topk,BAAI/bge-reranker-v2-m3,5,0.293015332197615,0.9297297297297298,0.4455958549222798,0.838733986435569,0.40376647834274954,0.7471751412429378,0.48419424266881894,0.20903954802259886
